,Species,Variety,Country_of_Origin,Mill,ICO_number,Company,Region,Producer,Number_of_Bags,Bag_Weight,Harvest_Year,Grading_Date,Owner_1,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Moisture,Quakers,Color,Category_One_Defects,Category_Two_Defects,Expiration,Certification_Body,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Altitude
963,Arabica,Yellow Bourbon,Brazil,ipanema comercial e exportadora sa,002/4177/0164,ipanema coffees,south of minas,Ipanema Agrícola SA,320,2 kg,2015/2016,"October 8th, 2015",Ipanema Coffees,Natural / Dry,7.17,7.42,7.17,7.08,6.92,8.17,10.0,10.0,10.0,7.33,81.25,0.0,0.0,Green,0,1,"October 7th, 2016",Brazil Specialty Coffee Association,m,1095.0,1200.0,1100.0,1
964,Arabica,Catuai,Nicaragua,san carlos,017/001/1214,"comercial internacional exportadora, s.a.",jinotega,Rolando Lacayo,275,69 kg,2015,"July 6th, 2015","COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Washed / Wet,7.08,7.5,7.33,7.17,7.42,7.25,10.0,10.0,10.0,7.5,81.25,0.1,0.0,Green,0,4,"July 5th, 2016",Asociación de Cafés Especiales de Nicaragua,m,1100.0,1100.0,1100.0,1100
965,Arabica,Catuai,Honduras,cadexsa,13-63-301,cadexsa,marcala,JOSE OMAR ACOSTA,275,1 kg,2015,"May 12th, 2015",CADEXSA,Washed / Wet,7.42,7.17,7.17,7.5,7.33,7.25,10.0,10.0,10.0,7.42,81.25,0.12,0.0,Green,0,1,"May 11th, 2016",Instituto Hondureño del Café,m,1400.0,1400.0,1400.0,1400 msn
966,Arabica,Pacamara,Guatemala,el injerto s.a.,11999144,essence coffee,huehuetenango,El Injerto S.A.,36,55 lbs,2014,"March 21st, 2015",EssenceCoffee,Washed / Wet,7.33,7.42,7.17,7.25,7.42,7.33,10.0,10.0,10.0,7.33,81.25,0.09,0.0,Bluish-Green,0,2,"March 20th, 2016",Blossom Valley International,m,1700.0,1700.0,1700.0,1700m
967,Arabica,Other,"Tanzania, United Republic Of",shangrilla estate ltd,C38,shangrilla estate ltd,karatu ngorogoro,Shangrilla Estate,100,60 kg,2014,"December 17th, 2014",Shangrilla Estate Ltd,Washed / Wet,7.33,7.17,7.17,7.5,7.25,7.42,10.0,10.0,10.0,7.42,81.25,0.13,0.0,Green,0,5,"December 17th, 2015",Africa Fine Coffee Association,m,1700.0,1700.0,1700.0,1700
968,Arabica,Typica,Taiwan,jia jia coffee 佳佳咖啡莊,,blossom valley宸嶧國際,nantou,Liu ying wu 劉穎悟,10,30 kg,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,81.25,0.11,0.0,Green,0,0,"December 26th, 2014",Blossom Valley International,m,650.0,650.0,650.0,650 m
969,Arabica,Caturra,Guatemala,beneficio 2000,11/11711/08,"siembras vision, s.a.","sacatepequez, guatemala","SIEMBRAS VISION, S.A.",250,69 kg,2013,"March 4th, 2013",Juan Luis Alvarado Romero,Washed / Wet,7.5,7.33,7.5,7.58,7.0,7.25,10.0,10.0,10.0,7.08,81.25,0.11,0.0,Green,0,4,"March 4th, 2014",Asociacion Nacional Del Café,ft,1524.0,1524.0,1524.0,5000 f
970,Arabica,Typica,Mexico,agroindustrias unidas de mexico,1507169991,ecomtrading,motozintla,FRANCISCO J. CONTRERAS MARTINEZ DE ESCOBAR,250,1 kg,2012,"July 26th, 2012",ALFREDO BOJALIL,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.42,9.33,10.0,10.0,7.5,81.25,0.12,0.0,Green,0,1,"July 26th, 2013",AMECAFE,m,1500.0,1500.0,1500.0,1500
971,Arabica,Other_2,Nicaragua,beneficio atlantic planta procedora condega,017-053-0134,exportadora atlantic s.a,"dipilto, nueva segovia",GONZALO CASTILLO,275,69 kg,2016,"March 8th, 2017","Exportadora Atlantic, S.A.",Washed / Wet,7.33,7.5,7.17,7.17,7.58,7.17,10.0,10.0,10.0,7.25,81.17,0.09,0.0,Green,0,7,"March 8th, 2018",Instituto Hondureño del Café,m,1200.0,1200.0,1200.0,1200
972,Arabica,Bourbon,"Tanzania, United Republic Of",,A057,mviwambi coffee farm,"ruvuma, mbinga",Immaculata John,100,60 kg,2015/2016,"November 16th, 2015",Immaculata John,Washed / Wet,7.67,7.17,7.17,7.33,7.5,7.17,10.0,10.0,10.0,7.17,81.17,0.12,0.0,Green,0,2,"November 15th, 2016",Africa Fine Coffee Association,m,100.0,2000.0,1050.0,100/2000
973,Arabica,Caturra,Mexico,exportadora café california,016-2028-042,exportadora café california,"chiapas, jaltenango",Exportadora Café California,275,1 kg,2015,"June 25th, 2015",ANDREAS KUSSMAUL,Washed / Wet,7.75,7.58,7.08,7.25,7.08,7.25,10.0,10.0,10.0,7.17,81.17,0.12,0.0,Green,0,10,"June 24th, 2016",Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,m,1200.0,1200.0,1200.0,1200
974,Arabica,Caturra,Costa Rica,el patalillo,5-019-0118,"cafetalera internacional cafinter, s.a.",tres rios,JOSE FRANCISCO GONZALEZ,275,18975 kg,2015,"May 22nd, 2015","CAFETALERA INTERNACIONAL CAFINTER, S.A.",Washed / Wet,7.5,7.5,7.33,7.17,7.08,7.17,10.0,10.0,10.0,7.42,81.17,0.11,0.0,Bluish-Green,0,0,"May 21st, 2016",Specialty Coffee Association of Costa Rica,m,1200.0,1400.0,1300.0,1200-1400 masl
975,Arabica,Catuai,Honduras,cigrah,13-111-037,cigrah,central region,Reinerio Zepeda,275,1 kg,2015,"March 11th, 2015",,Natural / Dry,7.42,7.33,7.0,7.42,7.33,7.33,10.0,10.0,10.0,7.33,81.17,0.13,0.0,Green,0,1,"March 10th, 2016",Instituto Hondureño del Café,m,1450.0,1450.0,1450.0,1450 mals
976,Arabica,Caturra,Thailand,,Thailand,"coffeas co., ltd",chiangrai,"Coffeas Co., Ltd.",20,20 kg,2014,"February 15th, 2015",松澤宏樹 Koju Matsuzawa,Washed / Wet,6.83,7.42,7.42,7.17,7.5,7.42,10.0,10.0,10.0,7.42,81.17,0.12,0.0,Blue-Green,0,0,"February 15th, 2016",Specialty Coffee Institute of Asia,m,1400.0,1500.0,1450.0,1400-1500 m
977,Arabica,Typica,Philippines,green beans,123/300/01,s3v international importing,corillera administrative,"COFFEE FOR PEACE,INC.",2,2 kg,2014,"January 8th, 2015",Victoria,Natural / Dry,7.25,7.25,7.25,7.08,7.58,7.5,10.0,10.0,10.0,7.25,81.17,0.0,0.0,None,0,4,"January 8th, 2016",Specialty Coffee Association,m,1200.0,1200.0,1200.0,1200 masl
978,Arabica,Bourbon,"Tanzania, United Republic Of",taylor winch (t) ltd,C18,taylor winch (t) ltd,mbinga,Taylor Winch (T) ltd,320,60 kg,2014,"December 17th, 2014",Taylor Winch (T) Ltd,Washed / Wet,7.58,7.17,7.17,7.33,7.33,7.25,10.0,10.0,10.0,7.33,81.17,0.12,0.0,Bluish-Green,0,2,"December 17th, 2015",Africa Fine Coffee Association,m,1550.0,1550.0,1550.0,1550
979,Arabica,Caturra,Malawi,r.w.j. wallace ltd,C16,r.w.j wallace ltd,southern- zomba,R.W.J. Wallace Ltd,300,60 kg,2014,"November 4th, 2014",AFCA,Washed / Wet,7.58,7.25,7.33,7.08,7.33,7.33,10.0,10.0,10.0,7.25,81.17,0.12,0.0,Green,0,12,"November 4th, 2015",Africa Fine Coffee Association,m,990.0,1000.0,995.0,990-1000m
980,Arabica,Catuai,Costa Rica,coricafe sa,5-0048-0126,coricafe s.a.,central valley,VARIOS,250,1 kg,2014,"May 9th, 2014",Eric Thormaehlen,Washed / Wet,7.33,7.08,7.33,7.25,7.33,7.58,10.0,10.0,10.0,7.25,81.17,0.11,0.0,Green,0,3,"May 9th, 2015",Specialty Coffee Association of Costa Rica,m,1200.0,1400.0,1300.0,1200-1400
981,Arabica,Catuai,Brazil,,002/454-2/0379,bourbon specialty coffees,monte carmelo,JOSE RENATO BAIARDI,300,1 kg,2013,"February 4th, 2014",BOURBON SPECIALTY COFFEES,Natural / Dry,7.42,7.42,7.17,7.42,7.33,7.25,10.0,10.0,10.0,7.17,81.17,0.11,0.0,Green,0,3,"February 4th, 2015",NUCOFFEE,m,1095.0,1200.0,1100.0,
982,Arabica,Typica,Mexico,"tapachula, chiapas",0,indigenas de la sierra madre de motozintla san isidro labrador s. de s.s.,tapachula,ISMAM SAN ISIDRO LABRADOR S. DE S.S.,250,1 kg,2012,"August 30th, 2012",JULIO PEREZ HERNANDEZ,Natural / Dry,7.42,7.25,7.08,7.75,7.42,7.17,10.0,10.0,10.0,7.08,81.17,0.13,0.0,Green,3,7,"August 30th, 2013",AMECAFE,m,1800.0,1800.0,1800.0,1800
983,Arabica,Caturra,Guatemala,finca quequesquez,11-183-25,the coffee source inc.,oriente,Finca Quequesquez,250,1 kg,2012,"August 20th, 2012",The Coffee Source Inc.,Washed / Wet,7.42,7.25,7.33,7.25,7.25,7.42,10.0,10.0,10.0,7.25,81.17,0.12,0.0,Green,0,4,"August 20th, 2013",Specialty Coffee Association,m,1450.0,1450.0,1450.0,1450
984,Arabica,Mundo Novo,Brazil,,002/1251/0182,nucoffee,south of minas,Bruno de Andrade Frota,17,60 kg,2012,"January 23rd, 2012",NUCOFFEE,Natural / Dry,7.42,7.33,7.25,7.42,7.5,7.17,10.0,10.0,10.0,7.08,81.17,0.12,0.0,Green,0,1,"January 22nd, 2013",NUCOFFEE,m,1000.0,1000.0,1000.0,1000m
985,Arabica,Other_2,United States (Hawaii),,,,kona,,4,100 lbs,,"September 22nd, 2011",Kona Pacific Farmers Cooperative,,7.25,7.75,7.67,7.67,7.42,7.67,8.67,9.33,10.0,7.75,81.17,0.04,0.0,,3,0,"September 21st, 2012",Specialty Coffee Association,ft,1095.0,1200.0,1100.0,
986,Arabica,Other_2,Ethiopia,dry mill,010/0475/0522,kerchanshe trading plc,sidamo,Kerchanshe trading plc,300,60 kg,2016,"July 14th, 2017",KERCHANSHE,Natural / Dry,7.42,7.33,7.17,7.33,7.42,7.17,10.0,10.0,10.0,7.25,81.08,0.11,0.0,,0,1,"July 14th, 2018",Specialty Coffee Institute of Asia,m,1095.0,1200.0,1100.0,0
987,Arabica,Mundo Novo,Brazil,garca armazens,,garca armazens,alta paulista (sao paulo),José Olavo Boechat,500,60 kg,2016,"June 21st, 2017",Gregorio Sebba,Natural / Dry,7.58,7.42,7.5,7.25,7.75,7.58,9.33,10.0,9.33,7.33,81.08,0.11,0.0,Green,5,8,"June 21st, 2018",Specialty Coffee Association,m,695.0,695.0,695.0,695
988,Arabica,Other,Nicaragua,beneficio san carlos,017/001/652,"comercial internacional exportadora, s.a.",jinotega,ROLANDO LACAYO,275,69 kg,2015,"March 28th, 2015",Rolando Lacayo,Washed / Wet,7.33,7.33,7.33,7.42,7.33,7.33,10.0,10.0,10.0,7.0,81.08,0.11,0.0,,0,1,"March 27th, 2016",Asociación de Cafés Especiales de Nicaragua,m,1100.0,1100.0,1100.0,1100 m.o.s.l.
989,Arabica,Pache Comun,United States,juanana coffee association,,conscious bean coffee,central america,JuanAna Coffee Association,1,5 lbs,2014,"March 4th, 2015",Wali Ali,Natural / Dry,7.42,7.17,7.33,7.42,7.25,7.33,10.0,10.0,10.0,7.17,81.08,0.0,0.0,,0,0,"March 3rd, 2016",Specialty Coffee Association,ft,1706.88,1706.88,1706.88,5600 feet
990,Arabica,Other,"Tanzania, United Republic Of",taylor winch (t) ltd,C006,taylor winch (t) ltd,"iwala village, mbeya rural",Taylor Winch (T) ltd,54,60 kg,2014,"January 2nd, 2015",Taylor Winch (T) Ltd,Washed / Wet,7.42,7.33,7.33,7.25,7.25,7.33,10.0,10.0,10.0,7.17,81.08,0.13,0.0,Green,0,2,"January 2nd, 2016",Africa Fine Coffee Association,m,1456.0,1456.0,1456.0,1456
991,Arabica,Caturra,Costa Rica,la eva,5-545-0005,the coffee source inc.,naranjo,Several,250,1 kg,2014,"December 18th, 2014",The Coffee Source Inc.,Washed / Wet,7.42,7.25,7.17,7.25,7.25,7.58,10.0,10.0,10.0,7.17,81.08,0.13,0.0,Green,0,0,"December 18th, 2015",Specialty Coffee Association of Costa Rica,m,1500.0,1500.0,1500.0,1500 mts
992,Arabica,Other,United States (Puerto Rico),hacienda alto grande,,"hacienda alto grande, llc.",yauco region,Hacienda Alto Grande,18,5 lbs,2013,"May 28th, 2014",German Negron,Washed / Wet,7.67,7.75,7.67,7.58,7.58,7.67,6.67,10.0,10.0,8.5,81.08,0.0,0.0,Green,0,0,"May 28th, 2015",Specialty Coffee Association,ft,853.44,853.44,853.44,2800 ft
993,Arabica,Typica,Mexico,"san fernando, chiapas",0,cafetera el grande s.a. de c.v.,san fernando,MEDINA PEDRERO PRODUCTOS AGRÍCOLAS SA DE CV,100,1 kg,2012,"September 14th, 2012",OBED RENDON PONCE,Washed / Wet,7.25,7.42,7.33,7.33,7.17,7.33,10.0,10.0,10.0,7.25,81.08,0.13,0.0,None,5,16,"September 14th, 2013",AMECAFE,m,1650.0,1650.0,1650.0,1650
994,Arabica,Typica,Mexico,cafetal sinai,"1405833052, 1405833062",,santo reyes nopala,"DIEGO MANUEL WOOLRICH RAMIREZ, ALFREDO FERNANDO WOOLRICH RAMIREZ",30,1 kg,2012,"September 4th, 2012",DIEGO MANUEL WOOLRICH RAMIREZ,Washed / Wet,7.33,7.25,7.33,7.42,7.25,7.42,10.0,10.0,10.0,7.08,81.08,0.12,0.0,Green,0,2,"September 4th, 2013",AMECAFE,m,1300.0,1300.0,1300.0,1300
995,Arabica,Typica,Mexico,santa maria siltepec,1955,comercializadora profesional mexicana s.a. de c.v.,santa maria sitepec,ETMAR DIDIER ROBLERO LOPEZ,40,1 kg,2012,"August 30th, 2012",GERARDO HERNANDEZ VALDERRABANO,Washed / Wet,7.33,7.33,7.25,7.42,7.25,7.25,10.0,10.0,10.0,7.25,81.08,0.11,0.0,Green,0,5,"August 30th, 2013",AMECAFE,m,1642.0,1642.0,1642.0,1642
996,Arabica,Typica,Mexico,el desmoronado,0,,talpa de allende,BALBINO RAMIREZ FLORES,15,1 kg,2012,"July 3rd, 2012",BALBINO RAMIREZ FLORES,Washed / Wet,7.42,7.33,7.25,7.42,7.17,7.25,10.0,10.0,10.0,7.25,81.08,0.1,0.0,Green,0,1,"July 3rd, 2013",AMECAFE,m,1200.0,1200.0,1200.0,1200
997,Arabica,Hawaiian Kona,United States (Hawaii),,2200304,kpfc,,,2,100 lbs,2012,"February 13th, 2012",Kona Pacific Farmers Cooperative,Washed / Wet,7.42,7.42,7.25,7.58,6.92,7.17,10.0,10.0,10.0,7.33,81.08,0.06,0.0,Blue-Green,0,0,"February 12th, 2013",Specialty Coffee Association,ft,1095.0,1200.0,1100.0,
998,Arabica,Bourbon,Brazil,dry mill,002/4542/0044,bourbon specialty coffees,grama valley,GABRIEL CARVALHO DIAS,300,59 kg,,"January 16th, 2018",BOURBON SPECIALTY COFFEES,Pulped natural / honey,7.25,7.25,7.17,7.5,7.33,7.17,10.0,10.0,10.0,7.33,81.0,0.11,6.0,Green,0,9,"January 16th, 2019",Brazil Specialty Coffee Association,m,1095.0,1200.0,1100.0,
999,Arabica,Bourbon,El Salvador,beneficio cuzcachapa,09-030-273,soc. coop. cuzcachapa de r.l.,apaneca,"Balcanes Coffee Estates, S.A. de C.V.",100,69 kg,2017,"August 28th, 2017",Consejo Salvadoreño del Café,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.58,10.0,10.0,10.0,7.25,81.0,0.0,2.0,Green,0,6,"August 28th, 2018",Salvadoran Coffee Council,m,1450.0,1450.0,1450.0,1450
1000,Arabica,Yellow Bourbon,Brazil,dry mill,002/4542/0966,bourbon specialty coffees,grama valley,GABRIEL DE CARVALHO DIAS,300,59 kg,2016 / 2017,"September 9th, 2016",BOURBON SPECIALTY COFFEES,Pulped natural / honey,7.33,7.17,7.17,7.67,7.33,7.17,10.0,10.0,10.0,7.17,81.0,0.11,2.0,Bluish-Green,0,3,"September 9th, 2017",Brazil Specialty Coffee Association,m,1095.0,1200.0,1100.0,
1001,Arabica,Bourbon,Guatemala,beneficio ixchel,11/23/0506,"unex guatemala, s.a.",norte,CHAPULTEPEC,120,69 kg,2016,"August 2nd, 2016",Juan Luis Alvarado Romero,Washed / Wet,7.42,7.25,7.17,7.5,7.25,7.17,10.0,10.0,10.0,7.25,81.0,0.09,0.0,Green,0,8,"August 2nd, 2017",Asociacion Nacional Del Café,m,3280.0,3280.0,3280.0,3280
1002,Arabica,Caturra,Colombia,bachue,3-37-4378,racafe & cia s.c.a,guayata,,43,70 kg,2016,"July 22nd, 2016",Racafe & Cia S.C.A,Washed / Wet,7.67,7.5,7.42,5.25,7.67,7.75,10.0,10.0,10.0,7.75,81.0,0.0,4.0,Green,0,4,"July 22nd, 2017",Almacafé,m,1600.0,1600.0,1600.0,1600
1003,Arabica,Bourbon,Guatemala,beneficio ixchel,11/23/0706,"unex guatemala, s.a.",oriente,AMILCAR LAPOLA,250,69 kg,2015,"July 23rd, 2015",Juan Luis Alvarado Romero,Washed / Wet,7.5,7.25,7.0,7.25,7.5,7.25,10.0,10.0,10.0,7.25,81.0,0.11,0.0,Green,0,1,"July 22nd, 2016",Asociacion Nacional Del Café,ft,1219.2,1219.2,1219.2,4000psn
1004,Arabica,Typica,Taiwan,jing jing café 晶晶坊青山咖啡教室,Taiwan,taiwan coffee laboratory,"dongshan dist., tainan city 臺南市東山區",HU KUEI CHING 胡桂青,10,5 kg,2015,"May 6th, 2015","Lin, Che-Hao Krude 林哲豪",Washed / Wet,7.25,7.17,7.17,7.25,7.5,7.33,10.0,10.0,10.0,7.33,81.0,0.12,0.0,Bluish-Green,0,0,"May 5th, 2016",Specialty Coffee Association,m,758.0,758.0,758.0,758m
1005,Arabica,Caturra,Honduras,,13-132-92,"olam honduras, s.a.",san marcos,NELSON MELGAR & REGINO MELGAL,275,18975 kg,2014,"January 26th, 2015",Mayra Yessenia Torres,Natural / Dry,7.42,7.25,7.25,7.33,7.25,7.17,10.0,10.0,10.0,7.33,81.0,0.12,0.0,Green,0,1,"January 26th, 2016",Instituto Hondureño del Café,m,1350.0,1350.0,1350.0,1350 snn
1006,Arabica,Mundo Novo,Brazil,,002/4542/0275,bourbon specialty coffees,cerrado,,300,60 kg,2014,"January 15th, 2015",BOURBON SPECIALTY COFFEES,Natural / Dry,7.67,7.75,7.83,7.75,7.83,7.75,10.0,6.67,10.0,7.75,81.0,0.12,0.0,Green,0,0,"January 15th, 2016",Brazil Specialty Coffee Association,m,1095.0,1200.0,1100.0,
1007,Arabica,Other,"Tanzania, United Republic Of",rafiki (coffee) limited,C23,mlimani ngarashi,arusha,Mlimani Ngarashi,1,60 kg,2014,"December 15th, 2014",Mlimani Ngarashi,Washed / Wet,7.33,7.33,7.08,7.42,7.17,7.33,10.0,10.0,10.0,7.33,81.0,0.12,0.0,Green,0,5,"December 15th, 2015",Africa Fine Coffee Association,m,1525.0,1525.0,1525.0,1525 m
1008,Arabica,SL14,Uganda,kyagalanyi coffee ltd,0,kyagalanyi coffee ltd,eastern,Kyagalanyi coffee Ltd,320,60 kg,2013,"June 30th, 2014",Kyagalanyi Ltd,Natural / Dry,7.33,6.92,7.17,7.33,7.42,7.42,10.0,10.0,10.0,7.42,81.0,0.12,0.0,Green,0,3,"June 30th, 2015",Uganda Coffee Development Authority,m,1700.0,1700.0,1700.0,1700
1009,Arabica,Typica,Taiwan,taiwan hao ka 台灣好咖莊園,,blossom valley宸嶧國際,nantou,Zhou hong xiu 周紅秀,10,30 kg,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Semi-washed / Semi-pulped,7.5,6.92,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.25,81.0,0.11,0.0,Green,0,0,"December 26th, 2014",Blossom Valley International,m,1100.0,1100.0,1100.0,1100 m
1010,Arabica,Other_2,Thailand,doi tung development project,10589010,doi tung development project,thailand,Doi Tung Development Project,2,1 kg,2012,"May 29th, 2013",Doi Tung Development Project,Washed / Wet,7.33,7.42,7.25,7.42,7.25,7.17,10.0,10.0,10.0,7.17,81.0,0.0,0.0,Green,0,3,"May 29th, 2014",Specialty Coffee Association,m,800.0,800.0,800.0,800++
1011,Arabica,Other,Mexico,finca la fortuna,1506558878,industrializadora de kaffee andes s.a. de c.v.,"motozintla, chiapas",MARTHA PALACIOS,10,1 kg,2012,"September 11th, 2012",ALEJANDRO GARCIA PALACIOS,Washed / Wet,7.08,7.33,7.33,7.33,7.42,7.25,10.0,10.0,10.0,7.25,81.0,0.12,0.0,Green,0,12,"September 11th, 2013",AMECAFE,m,950.0,950.0,950.0,950
1012,Arabica,Typica,Mexico,organizacion union de ejidos adolfo lopez mateos,2671,organizaciones de productores de cafe colimense sa de cv,adolfo lopez mateos,COOP,200,1 kg,2012,"July 3rd, 2012",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Washed / Wet,7.58,7.67,7.5,7.67,7.58,7.5,8.0,10.0,10.0,7.5,81.0,0.0,0.0,Green,0,8,"July 3rd, 2013",AMECAFE,m,1100.0,1100.0,1100.0,1100
1013,Arabica,Other,Taiwan,non,,八杞莊園,taiwan,蕭閔家,150,1 kg,2017,"December 8th, 2017",CQI Taiwan ICP CQI台灣合作夥伴,Washed / Wet,7.33,7.17,7.25,7.33,7.33,7.25,10.0,10.0,10.0,7.25,80.92,0.0,0.0,Blue-Green,0,0,"December 8th, 2018",Blossom Valley International,m,200.0,200.0,200.0,200
1014,Arabica,Bourbon,Guatemala,beneficio ixchel,11/23/0689,"unex guatemala, s.a.",oriente,"AGRICOLA EL PILAR, S.A.",25,69 kg,2017,"August 23rd, 2017",Juan Luis Alvarado Romero,Washed / Wet,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,80.92,0.1,0.0,Green,0,2,"August 23rd, 2018",Asociacion Nacional Del Café,m,1901.0,1901.0,1901.0,1901
1015,Arabica,SL28,Kenya,ckcm/nkg,,c dorman ltd,kiambu,thiririka/Thima,150,60 kg,2017,"July 7th, 2017",Lydiah Mwangi,Washed / Wet,7.17,7.58,7.5,7.5,8.0,7.75,10.0,10.0,10.0,5.42,80.92,0.11,0.0,Green,0,3,"July 7th, 2018",Kenya Coffee Traders Association,m,1600.0,1600.0,1600.0,1600
1016,Arabica,Bourbon,Mexico,cafetal la orduña,,grupo santab s.a. de c.v.,veracruz,Jose Oscar Garza Sardaneta,240,69 kg,2017,"May 12th, 2017",Grupo Santab S.A de C.V.,Washed / Wet,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10.0,10.0,7.33,80.92,0.11,0.0,Green,0,11,"May 12th, 2018",Centro Agroecológico del Café A.C.,m,1100.0,1100.0,1100.0,1100
1017,Arabica,Other,Myanmar,local made,unspecified,"sithar coffee co., ltd.",pyinoolwin,Min Hlaing,2,2 kg,2015,"July 17th, 2015",Min Hlaing,Other,7.17,7.42,7.0,7.58,7.33,7.0,10.0,10.0,10.0,7.42,80.92,0.0,0.0,,0,5,"July 16th, 2016",Coffee Quality Institute,ft,1066.8,1066.8,1066.8,3500 ft
1018,Arabica,Hawaiian Kona,United States (Hawaii),,KP121714,kona pacific farmers cooperative,kona,,7,100 lbs,2014,"January 13th, 2015",Eileen Koyanagi,Natural / Dry,7.42,7.08,7.17,7.17,7.58,7.25,10.0,10.0,10.0,7.25,80.92,0.1,0.0,Bluish-Green,2,5,"January 13th, 2016",Specialty Coffee Association,ft,1095.0,1200.0,1100.0,
1019,Arabica,Other,"Tanzania, United Republic Of",karatu estate,C002,karatu estate,"manyara, karatu",Karatu Estate,250,60 kg,2014,"December 18th, 2014",Karatu Estate,Washed / Wet,7.33,7.17,7.17,7.25,7.42,7.33,10.0,10.0,10.0,7.25,80.92,0.12,0.0,Green,0,0,"December 18th, 2015",Africa Fine Coffee Association,m,1700.0,1700.0,1700.0,1700
1020,Arabica,Yellow Bourbon,Brazil,cafeco 3,002/135-2/0075,exportadora de cafés carmo de minas ltda,mantiqueira de minas,NAZARETH DIAS PEREIRA,300,60 kg,2014/2015,"December 16th, 2014",Jacques Pereira Carneiro,Natural / Dry,7.25,7.33,7.25,7.25,7.25,7.33,10.0,10.0,10.0,7.25,80.92,0.12,0.0,Green,0,8,"December 16th, 2015",Brazil Specialty Coffee Association,m,1200.0,1200.0,1200.0,1200
1021,Arabica,Typica,Taiwan,張文進莊園,Taiwan台灣,宸嶧國際,台中新社,張文進,10,60 kg,2014,"November 23rd, 2014",CQI Taiwan ICP CQI台灣合作夥伴,Washed / Wet,7.92,7.67,7.33,7.08,7.08,7.08,10.0,10.0,10.0,6.75,80.92,0.09,0.0,Green,0,0,"November 23rd, 2015",Blossom Valley International,m,550.0,550.0,550.0,550公尺
1022,Arabica,Bourbon,Brazil,ipanema coffees,002/1660/0065,ipanema coffees,south of minas,Ipanema Agrícola SA,320,2 kg,2014/2015,"October 16th, 2014",Ipanema Coffees,Natural / Dry,7.17,7.42,7.17,7.25,7.25,7.33,10.0,10.0,10.0,7.33,80.92,0.1,0.0,None,0,0,"October 16th, 2015",Specialty Coffee Association,m,1100.0,1100.0,1100.0,1100
1023,Arabica,Caturra,Nicaragua,,17/009/0057,volcafe specialty coffee,matagalpa,,275,1 lbs,2013,"July 16th, 2014",Chris Finch,Washed / Wet,7.33,7.08,7.25,7.0,7.5,7.42,10.0,10.0,10.0,7.33,80.92,0.1,0.0,Green,1,3,"July 16th, 2015",Specialty Coffee Association,m,700.0,1400.0,1050.0,between 700 and 1400 meters
1024,Arabica,Pacas,Guatemala,el morito,11/972/29,"armajaro guatemala, s. a.",jalapa,ROBERTO MONTERROSO,250,69 kg,2014,"June 10th, 2014",Juan Luis Alvarado Romero,Washed / Wet,7.58,7.42,6.92,7.5,7.25,7.17,10.0,10.0,10.0,7.08,80.92,0.12,0.0,Green,2,5,"June 10th, 2015",Asociacion Nacional Del Café,ft,1524.0,1524.0,1524.0,5000 ft.
1025,Arabica,Typica,Taiwan,bi yun si shi yi 碧云四十一咖啡坊,,blossom valley宸嶧國際,taichung taiping 台中市太平區,Lu bi yun呂碧云,35,30 kg,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,80.92,0.11,0.0,,0,0,"December 26th, 2014",Blossom Valley International,m,900.0,900.0,900.0,900 m
1026,Arabica,Typica,Taiwan,bai he lin coffee 白鶴林咖啡莊園,,blossom valley宸嶧國際,nantou,Ding jin cai 丁金財,5,30 kg,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Other,7.25,7.17,7.08,7.08,7.08,8.08,10.0,10.0,10.0,7.17,80.92,0.11,0.0,Green,0,0,"December 26th, 2014",Blossom Valley International,m,688.0,688.0,688.0,688 m
1027,Arabica,Typica,Taiwan,heng lu coffee 橫鹿咖啡,,blossom valley宸嶧國際,new taipei zhonghe 新北市中和區,Lu xing hui 呂星輝,10,20 kg,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,80.92,0.11,0.0,Green,0,0,"December 26th, 2014",Blossom Valley International,m,300.0,300.0,300.0,300 m
